Firm Name,Group,Joint Reporting,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,
Xbridge Limited,TRAVELERS COMPANIES INC.,no,01-01-2020 to 30-06-2020,,,,13.6%,,13.6%
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,no,01-01-2020 to 30-06-2020,56.5%,,30.7%,0.2%,16.1%,20.2%
Zopa Bank Limited,NO GROUP,yes,01-01-2020 to 30-06-2020,,,,,32.1%,32.1%
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,no,01-01-2020 to 30-06-2020,,15.1%,0.0%,14.7%,21.2%,15.6%
Zurich Insurance PLC,ZURICH INSURANCE GROUP AG,no,01-01-2020 to 30-06-2020,,,,27.9%,,27.9%
Accord Mortgages Limited,ACCORD MORTGAGES LIMITED, No,01 July 2019 to 31 December 2019,66.7%, ,33.5%,12.8%,0.0%,22.1%
Acm Ulr Limited,BGL GROUP, No,01 July 2019 to 31 December 2019, , , ,0.4%, ,0.4%
Acorn Insurance & Financial Services Ltd,NO GROUP, No,01 July 2019 to 31 December 2019, , , ,16.5%, ,16.5%
Acromas Insurance Company Limited,SAGA PLC, No,01 February 2019 to 31 July 2019, , , ,43.7%, ,43.7%
Adrian Flux Insurance Services Group,NO GROUP, No,01 March 2019 to 31 August 2019, , , ,72.8%, ,72.8%
Ageas Insurance Limited,AGEAS SA-NV, No,01 July 2019 to 31 December 2019, , , ,44.2%, ,44.2%
Ageas Retail Limited,AGEAS SA-NV, No,01 July 2019 to 31 December 2019, , , ,61.1%, ,61.1%
AIB Group (UK) Plc,AIB GROUP PUBLIC LIMITED COMPANY, No,01 July 2019 to 31 December 2019,35.8%, ,6.3%,0.0%,0.0%,6.6%
Al Rayan Bank PLC,NO GROUP, No,01 July 2019 to 31 December 2019,20.9%, ,24.4%,0.0%, ,21.5%
Aldermore Bank Plc,FIRSTRAND LIMITED, No,01 July 2019 to 31 December 2019,59.0%, ,14.9%, , ,39.0%
Allianz Insurance Plc,ALLIANZ SE, No,01 July 2019 to 31 December 2019, , , ,22.0%, ,22.0%
Allianz plc,ALLIANZ SE, No,01 July 2019 to 31 December 2019, , , ,78.5%, ,78.5%
American Express Services Europe Limited (AESEL),AMERICAN EXPRESS, No,01 July 2019 to 31 December 2019,15.7%, , ,1.5%, ,6.6%
American International Group UK Limited,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",Yes,01 June 2019 to 30 November 2019, , , ,49.4%, ,49.4%
Amtrust Europe Limited,AMTRUST FINANCIAL SERVICES INC,Yes,01 July 2019 to 31 December 2019, , , ,17.2%, ,17.2%
Animal Friends Insurance Services Ltd,NO GROUP, No,01 July 2019 to 31 December 2019, , , ,4.8%, ,4.8%
Arnold Clark Automobiles Limited,ARNOLD CLARK AUTOMOBILES LIMITED, No,01 July 2019 to 31 December 2019, , , ,23.5%, ,23.5%
Arthur J. Gallagher Insurance Brokers Limited,ARTHUR J. GALLAGHER & CO.,Yes,01 July 2019 to 31 December 2019, , , ,61.5%, ,61.5%
Assurant General Insurance Limited,ASSURANT INC, No,01 July 2019 to 31 December 2019, , , ,71.1%, ,71.1%
Asurion Europe Limited,NEW ASURION CORP, No,01 July 2019 to 31 December 2019, , , ,45.0%, ,45.0%
ATLANTA 1 INSURANCE SERVICES LIMITED,ARDONAGH GROUP, No,01 July 2019 to 31 December 2019, , , ,49.8%, ,49.8%
Automobile Association Insurance Services Limited,AA PLC, No,01 February 2019 to 31 July 2019, , , ,55.5%, ,55.5%
Aviva Insurance Limited,AVIVA PLC, No,01 July 2019 to 31 December 2019, , , ,36.9%, ,36.9%
Aviva Life Services UK Limited,AVIVA PLC, No,01 July 2019 to 31 December 2019,0.0%,32.4%,42.9%,42.5%,36.1%,36.3%
Aviva UK Digital Limited,AVIVA PLC, No,01 July 2019 to 31 December 2019, , , ,56.6%, ,56.6%
AWP Assistance UK Ltd,ALLIANZ SE, No,01 July 2019 to 31 December 2019, , , ,17.6%, ,17.6%
AXA Insurance UK Plc,AXA UK, No,01 July 2019 to 31 December 2019, , , ,40.1%, ,40.1%
AXA PPP Healthcare Limited,AXA UK, No,01 July 2019 to 31 December 2019, , , ,73.7%, ,73.7%
B & C E Financial Services Limited,B&CE HOLDINGS LIMITED, No,01 April 2019 to 30 September 2019, ,5.4%, , , ,5.4%
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP PLC,Yes,01 July 2019 to 31 December 2019,35.6%, ,12.3%,5.9%,2.9%,21.7%
Bank of Scotland plc,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019,68.3%,8.1%,58.7%,2.6%,3.4%,14.7%
Barclays Bank Plc,BARCLAYS PLC,Yes,01 July 2019 to 31 December 2019,78.3%,0.0%,66.7%,0.0%, ,78.2%
Barclays Bank UK PLC,BARCLAYS PLC,Yes,01 July 2019 to 31 December 2019,64.1%,31.7%,47.1%,2.2%,35.4%,32.4%
"Benenden Healthcare Society Limited, The","Benenden Healthcare Society Limited, The",Yes,01 July 2019 to 31 December 2019, , , ,71.2%, ,71.2%
BISL Limited,BGL GROUP, No,01 July 2019 to 31 December 2019, , , ,35.6%, ,35.6%
Black Horse Limited,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019, , ,19.2%,4.7%, ,4.8%
Blemain Finance Limited,BRAKEN MIDCO1 PLC, No,01 July 2019 to 31 December 2019, , ,41.8%,0.0%, ,23.2%
Bradford & Bingley Plc,UK ASSET RESOLUTION LIMITED,Yes,01 April 2019 to 30 September 2019, ,0.0%,5.8%,9.7%,4.8%,9.0%
Brightside Insurance Services Limited,"ANACAP FINANCIAL PARTNERS II, L.P.", No,01 July 2019 to 31 December 2019, , , ,34.4%, ,34.4%
British Gas Services Limited,CENTRICA PLC,Yes,01 July 2019 to 31 December 2019, , , ,70.8%, ,70.8%
BUPA Insurance Services Limited,THE BRITISH UNITED PROVIDENT ASSOCIATION LTD,Yes,01 July 2019 to 31 December 2019, , , ,57.0%, ,57.0%
Call Assist Ltd,CALL ASSIST LIMITED, No,01 May 2019 to 31 October 2019, , , ,16.1%, ,16.1%
Canada Square Operations Limited,CITIGROUP INC, No,01 July 2019 to 31 December 2019,3.4%, , ,0.5%, ,0.5%
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION, No,01 July 2019 to 31 December 2019,38.1%, , ,5.8%, ,10.9%
Car Care Plan Ltd,AMTRUST FINANCIAL SERVICES INC, No,01 July 2019 to 31 December 2019, , , ,33.8%, ,33.8%
Card Protection Plan Ltd,CPP GROUP,Yes,01 July 2019 to 31 December 2019, , , ,5.1%, ,5.1%
Carole Nash Insurance Consultants Ltd,ARDONAGH GROUP, No,01 July 2019 to 31 December 2019, , , ,51.9%, ,51.9%
"Carphone Warehouse Ltd, The",DIXONS CARPHONE PLC, No,01 May 2019 to 31 October 2019, , , ,8.1%, ,8.1%
Carrot Risk Technologies Ltd,TRAK GLOBAL GROUP LIMITED, No,01 July 2019 to 31 December 2019, , , ,60.2%, ,60.2%
Cater Allen Limited,BANCO SANTANDER SA, No,01 July 2019 to 31 December 2019,43.1%, , , ,66.7%,43.2%
Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC, No,01 July 2019 to 31 December 2019,25.5%, ,27.4%, , ,26.8%
Chubb European Group SE,CHUBB LIMITED,Yes,01 July 2019 to 31 December 2019, , , ,76.0%, ,76.0%
Cigna Insurance Services (Europe) Limited,CIGNA CORPORATION, No,01 July 2019 to 31 December 2019, , , ,47.5%, ,47.5%
CIS General Insurance Limited,CO-OPERATIVE GROUP LIMITED, No,01 July 2019 to 31 December 2019, , , ,70.1%, ,70.1%
Close Brothers Limited,CLOSE BROTHERS GROUP PLC, No,01 February 2019 to 31 July 2019,81.0%, , ,54.4%, ,59.8%
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,Yes,01 April 2019 to 30 September 2019,41.9%,33.3%,28.9%,0.0%,10.0%,10.4%
Cofunds Limited,AEGON UK, No,01 July 2019 to 31 December 2019, ,23.5%, , ,27.3%,27.0%
Collinson Insurance Services Limited,PARMINDER LIMITED, No,01 May 2019 to 31 October 2019, , , ,17.2%, ,17.2%
Connells Limited,SKIPTON BUILDING SOCIETY, No,01 July 2019 to 31 December 2019, , ,2.1%,0.0%,0.0%,1.2%
"Co-operative Bank Plc, The",CO-OPERATIVE BANK PLC (THE), No,01 July 2019 to 31 December 2019,67.7%,0.0%,45.7%,0.2%,8.0%,31.6%
Corgi Homeplan Ltd,US BANCORP, No,01 July 2019 to 31 December 2019, , , ,36.27%, ,36.27%
Countrywide Assured Plc,CHESNARA PLC, No,01 July 2019 to 31 December 2019, ,44.3%, ,27.0%,43.8%,35.9%
Coutts & Company,THE ROYAL BANK OF SCOTLAND GROUP, No,01 July 2019 to 31 December 2019,41.9%,20.0%,7.3%,40.0%,12.2%,38.8%
Covea Insurance plc,COVEA COOPERATIONS SA,Yes,01 July 2019 to 31 December 2019, , , ,32.8%, ,32.8%
Coventry Building Society,COVENTRY BUILDING SOCIETY, No,01 July 2019 to 31 December 2019,76.2%, ,47.1%,1.5%,13.3%,54.2%
Creation Financial Services Limited,BNP PARIBAS SA, No,01 July 2019 to 31 December 2019,1.4%, , ,0.9%, ,1.1%
CT Capital Limited,NO GROUP, No,01 July 2019 to 31 December 2019, , , ,18.1%, ,18.1%
Cumberland Building Society,NO GROUP, No,01 April 2019 to 30 September 2019,27.4%, ,3.4%,0.0%,8.3%,4.6%
Cynergy Bank Limited,CYNERGY CAPITAL LTD, No,01 July 2019 to 31 December 2019,64.4%, ,25.0%,75.0%, ,64.4%
DAS Legal Expenses Insurance Company Limited,NO GROUP, No,01 July 2019 to 31 December 2019, , , ,27.3%, ,27.3%
Devitt Insurance Services Ltd,NO GROUP, No,01 July 2019 to 31 December 2019, , , ,75.4%, ,75.4%
Domestic & General Insurance Plc,CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION, No,01 April 2019 to 30 September 2019, , , ,39.8%, ,39.8%
Elderbridge Limited,TECH MAHINDRA LIMITED, No,01 April 2019 to 30 September 2019, , ,14.5%,26.1%, ,14.8%
Endsleigh Insurance Services Ltd,A-PLAN HOLDINGS, No,01 March 2019 to 31 August 2019, , , ,42.2%, ,42.2%
Equiniti Financial Services Limited,EQUINITI GROUP PLC, No,01 July 2019 to 31 December 2019, ,31.1%, , ,47.0%,46.7%
esure Insurance Limited,ESURE GROUP PLC,Yes,01 July 2019 to 31 December 2019, , , ,42.6%, ,42.6%
EUI Limited,ADMIRAL GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,55.9%, ,55.9%
Europa Group Limited,BLUE BOAR HOLDINGS LIMITED, No,01 July 2019 to 31 December 2019, , , ,41.9%, ,41.9%
Exeter Friendly Society Limited,EXETER FRIENDLY SOCIETY LIMITED, No,01 July 2019 to 31 December 2019, , , ,89.3%, ,89.3%
Family Assurance Friendly Society Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD, No,01 July 2019 to 31 December 2019, ,4.0%, ,26.2%,38.7%,31.8%
Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD, No,01 July 2019 to 31 December 2019,33.8%, , , ,42.8%,36.7%
FCE Bank Plc,FORD MOTOR CO, No,01 July 2019 to 31 December 2019,13.6%, , ,3.7%, ,5.1%
FIL Life Insurance Limited,FIDELITY HOLDINGS LIMITED, No,01 July 2019 to 31 December 2019, ,7.3%, , , ,7.3%
Financial Administration Services Limited,FIDELITY HOLDINGS LIMITED, No,01 July 2019 to 31 December 2019, ,2.4%, , ,2.8%,2.6%
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED, No,01 July 2019 to 31 December 2019, , , ,53.2%, ,53.2%
FirstRand Bank Limited,FIRSTRAND LIMITED, No,01 July 2019 to 31 December 2019, , , ,11.1%, ,11.1%
Geo Underwriting Services Limited,ARDONAGH GROUP, No,01 July 2019 to 31 December 2019, , , ,4.9%, ,4.9%
Gresham Insurance Company Limited,AVIVA PLC, No,01 July 2019 to 31 December 2019, , , ,77.3%, ,77.3%
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019, ,57.1%, , ,66.7%,66.5%
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN PLC, No,01 July 2019 to 31 December 2019,35.5%,22.8%, , ,19.8%,20.2%
Hastings Insurance Services Limited,HASTINGS GROUP HOLDINGS PLC, No,01 July 2019 to 31 December 2019, , , ,61.7%, ,61.7%
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019, , , , ,63.3%,63.3%
Highway Insurance Company Limited,LIVERPOOL VICTORIA FRIENDLY SOCIETY LTD, No,01 July 2019 to 31 December 2019, , , ,33.5%, ,33.5%
Hiscox Insurance Company Limited,HISCOX INSURANCE HOLDINGS LIMITED,Yes,01 July 2019 to 31 December 2019, , , ,29.7%, ,29.7%
Hiscox Insurance Company Limited,HSBC HOLDINGS PLC, No,01 July 2019 to 31 December 2019,65.0%, ,59.0%,64.4%,31.7%,62.9%
Home Retail Group Card Services Limited,J SAINSBURY PLC, No,01 March 2019 to 31 August 2019,50.5%, , , , ,50.5%
Home Retail Group Insurance Services Limited,J SAINSBURY PLC, No,04 March 2019 to 03 September 2019, , , ,0.9%, ,0.9%
Homeserve Membership Limited,HOMESERVE PLC, No,01 April 2019 to 30 September 2019, , , ,36.1%, ,36.1%
Howserv Limited,STAYSURE HOLDINGS LTD, No,01 July 2019 to 31 December 2019, , , ,89.9%, ,89.9%
HSBC UK Bank Plc,HSBC HOLDINGS PLC, No,01 July 2019 to 31 December 2019,68.6%,9.1%,46.1%,41.2%,33.3%,56.4%
IGO4 Limited,NO GROUP, No,01 July 2019 to 31 December 2019, , , ,44.2%, ,44.2%
Ikano Bank AB (publ),NO GROUP, No,01 July 2019 to 31 December 2019,56.3%, , , , ,43.7%
Insurance Factory Ltd,MARKERSTUDY HOLDINGS LIMITED, No,01 July 2019 to 31 December 2019, , , ,53.3%, ,53.3%
Interactive Investor Services Limited,ANTLER HOLDCO LIMITED, No,01 July 2019 to 31 December 2019, , , , ,70.2%,70.2%
Invesco Fund Managers Limited,INVESCO LTD, No,01 July 2019 to 31 December 2019, , , , ,45.7%,45.7%
Investec Bank PLC,INVESTEC PLC, No,01 April 2019 to 30 September 2019,72.7%, ,11.1%, ,23.5%,69.2%
Investment Funds Direct Limited,THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD, No,01 July 2019 to 31 December 2019, ,27.1%, , ,27.5%,27.4%
J D Williams & Company Limited,N BROWN GROUP PLC, No,01 March 2019 to 31 August 2019, , , ,3.3%, ,3.3%
J.P. Morgan Europe Limited,JPMORGAN CHASE & CO, No,01 July 2019 to 31 December 2019,38.3%, , , , ,38.3%
Kensington Mortgage Company Limited,NO GROUP, No,01 April 2019 to 30 September 2019, , ,44.1%, , ,44.1%
Landmark Mortgages Limited,NO GROUP, No,01 July 2019 to 31 December 2019, , ,7.1%, , ,7.1%
Leeds Building Society,LEEDS BUILDING SOCIETY, No,01 July 2019 to 31 December 2019,74.6%, ,67.5%,1.4%,23.1%,38.1%
Legal & General Insurance Limited,LEGAL & GENERAL GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,42.5%, ,42.5%
Legal & General Partnership Services Limited,LEGAL & GENERAL GROUP PLC, No,01 July 2019 to 31 December 2019, , ,0.9%,0.6%, ,0.6%
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC, No,01 July 2019 to 31 December 2019, ,26.0%, ,53.1%,19.1%,44.2%
Link Market Services Trustees Limited,LINK ADMINISTRATION HOLDINGS LIMITED, No,01 July 2019 to 31 December 2019, , , , ,15.4%,15.4%
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA FINANCIAL SERVICES LIMITED, No,01 July 2019 to 31 December 2019,33.3%,18.0%, ,15.6%,13.5%,15.6%
Liverpool Victoria Insurance Company Limited,LIVERPOOL VICTORIA FRIENDLY SOCIETY LTD, No,01 July 2019 to 31 December 2019, , , ,42.8%, ,42.8%
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,51.2%, ,51.2%
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019,57.2%,10.8%,57.8%,2.6%,2.6%,12.9%
Loans.co.uk Ltd,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019,0.0%, , ,0.8%, ,0.8%
London and Country Mortgages Ltd,NO GROUP, No,01 July 2019 to 31 December 2019, , ,9.1%,56.8%, ,21.5%
London General Insurance Company Limited,TWG EUROPE LIMITED,Yes,01 July 2019 to 31 December 2019, , , ,28.1%, ,28.1%
M & G Securities Limited,M&G PLC, No,01 July 2019 to 31 December 2019, , , , ,39.0%,39.0%
Markerstudy Insurance Services Limited,MARKERSTUDY (INTERNATIONAL) LIMITED, No,01 July 2019 to 31 December 2019, , , ,15.2%, ,15.2%
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC, No,01 July 2019 to 31 December 2019,71.5%, ,4.3%,1.3%, ,20.7%
MBNA Limited,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019,66.7%, , ,0.1%, ,4.3%
MCE Insurance Limited,MCE INSURANCE LIMITED, No,01 June 2019 to 30 November 2019, , , ,88.4%, ,88.4%
Metro Bank PLC,METRO BANK PLC, No,01 July 2019 to 31 December 2019,67.4%, ,41.9%, , ,67.0%
Monzo Bank Ltd,MONZO BANK LIMITED, No,01 March 2019 to 31 August 2019,51.2%, , , , ,51.2%
Moorcroft Debt Recovery Limited,NO GROUP, No,01 February 2019 to 31 July 2019,24.6%, , , , ,24.6%
"Mortgage Business Plc, The",LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019, , ,57.9%, , ,57.9%
"Mortgage Works (UK) Plc, The",NATIONWIDE BUILDING SOCIETY, No,01 April 2019 to 30 September 2019, , ,3.8%, , ,3.8%
Motorway Direct Plc,CAR PROTECT HOLDINGS LIMITED, No,01 April 2019 to 30 September 2019, , , ,28.3%, ,28.3%
N.I.I.B. Group Limited,BANK OF IRELAND GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,94.1%, ,94.1%
"National Farmers' Union Mutual Insurance Society Limited, The",NFU MUTUAL INSURANCE SOCIETY LIMITED,Yes,01 July 2019 to 31 December 2019, ,5.0%, ,23.1%,7.0%,22.3%
National House-Building Council,NATIONAL HOUSE-BUILDING COUNCIL, No,01 April 2019 to 30 September 2019, , , ,18.3%, ,18.3%
National Westminster Bank Plc,THE ROYAL BANK OF SCOTLAND GROUP, No,01 July 2019 to 31 December 2019,57.5%, ,32.7%,1.6%,5.2%,29.7%
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY, No,05 April 2019 to 04 October 2019,47.7%,12.5%,35.0%,0.5%,4.6%,27.8%
Nemo Personal Finance Limited,PRINCIPALITY BUILDING SOCIETY, No,01 July 2019 to 31 December 2019, , ,30.6%,63.2%, ,60.3%
Newcastle Building Society,NEWCASTLE BUILDING SOCIETY, No,01 July 2019 to 31 December 2019,76.8%, ,42.3%,5.4%,9.1%,22.3%
Next Risk Solutions Limited,NO GROUP, No,01 April 2019 to 30 September 2019, , , ,64.5%, ,64.5%
Northern Bank Limited,DANSKE BANK A/S, No,01 July 2019 to 31 December 2019,44.5%,100.0%,7.5%,2.8%, ,16.4%
Nottingham Building Society,NOTTINGHAM BUILDING SOCIETY, No,01 July 2019 to 31 December 2019,71.0%, ,52.8%,75.7%, ,74.8%
NRAM Limited,UK ASSET RESOLUTION LIMITED, No,01 April 2019 to 30 September 2019, , ,10.4%,14.7%,12.7%,14.3%
Old Mutual Wealth Life & Pensions Limited,QUILTER PLC, No,01 July 2019 to 31 December 2019, ,42.6%, , ,26.3%,41.1%
One Call Insurance Services Limited,NO GROUP, No,01 July 2019 to 31 December 2019, , , ,71.5%, ,71.5%
OneSavings Bank Plc,ONESAVINGS BANK PLC, No,01 July 2019 to 31 December 2019,62.5%, ,36.2%, , ,42.2%
Openwork Limited,OPENWORK PARTNERSHIP LLP, No,01 July 2019 to 31 December 2019, , ,6.5%,3.0%,2.7%,3.6%
OVO (S) HOME SERVICES LIMITED,SSE PLC, No,01 April 2019 to 30 September 2019, , , ,67.8%, ,67.8%
PA (GI) Limited,PHOENIX GROUP HOLDINGS PLC, No,01 July 2019 to 31 December 2019, , , ,0.1%, ,0.1%
Paragon Bank Plc,PARAGON BANKING GROUP PLC,Yes,01 April 2019 to 30 September 2019,29.2%, ,41.7%,13.7%, ,20.4%
Paratus AMC Limited,STERLING HOLDINGS LP, No,01 July 2019 to 31 December 2019, , ,38.7%,38.0%, ,38.1%
Pepper (UK) Limited,NO GROUP, No,01 July 2019 to 31 December 2019, , ,18.9%, , ,18.9%
Phoenix Life Assurance Limited,PHOENIX GROUP HOLDINGS PLC, No,01 July 2019 to 31 December 2019, ,43.7%,0.0%,51.9%,42.4%,45.4%
Phoenix Life Limited,PHOENIX GROUP HOLDINGS PLC, No,01 July 2019 to 31 December 2019, ,46.7%, ,50.7%,33.9%,46.4%
Pinnacle Insurance Plc,BNP PARIBAS SA, No,01 July 2019 to 31 December 2019, , , ,15.9%, ,15.9%
Post Office Management Services Limited,POST OFFICE LIMITED, No,01 April 2019 to 30 September 2019, , , ,14.5%, ,14.5%
Principality Building Society,PRINCIPALITY BUILDING SOCIETY, No,01 July 2019 to 31 December 2019,57.4%, ,38.9%,1.1%,0.0%,22.7%
"Prudential Assurance Company Limited, The",M&G PLC,Yes,01 July 2019 to 31 December 2019, ,32.4%,0.0%,32.6%,51.9%,38.3%
PSA Finance UK Limited,PSA FINANCE UK LIMITED, No,01 July 2019 to 31 December 2019, , , ,14.2%, ,14.2%
QBE UK Limited,QBE INSURANCE GROUP LTD, No,01 July 2019 to 31 December 2019, , , ,23.6%, ,23.6%
Qmetric Group Limited,R&H TRUST CO LTD, No,01 April 2019 to 30 September 2019, , , ,64.1%, ,64.1%
R. Raphael & Sons Plc,LENLYN HOLDINGS PLC, No,01 March 2019 to 31 August 2019,87.9%, , ,14.3%, ,65.3%
RAC Motoring Services,RAC GROUP (HOLDINGS) LIMITED,Yes,01 July 2019 to 31 December 2019, , , ,28.6%, ,28.6%
RCI Financial Services Limited,RENAULT, No,01 July 2019 to 31 December 2019, , , ,0.0%, ,0.0%
ReAssure Limited,SWISS RE AG, No,01 July 2019 to 31 December 2019, ,26.9%,100.0%,13.8%,13.3%,20.4%
Retail Money Market Ltd,RETAIL MONEY MARKET LTD, No,01 April 2019 to 30 September 2019, , , , ,51.0%,51.0%
Rock Insurance Services Limited,ROCK SERVICES HOLDINGS LIMITED, No,02 January 2019 to 01 July 2019, , , ,33.1%, ,33.1%
Royal & Sun Alliance Insurance Plc,RSA INSURANCE GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,45.2%, ,45.2%
"Royal Bank of Scotland Plc, The",THE ROYAL BANK OF SCOTLAND GROUP, No,01 July 2019 to 31 December 2019,51.7%,0.0%,28.5%,2.5%,4.2%,20.5%
"Royal London Mutual Insurance Society Limited, The",THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD, No,01 July 2019 to 31 December 2019, ,45.4%, ,54.8%,34.5%,47.0%
Sabre Insurance Company Limited,SABRE INSURANCE GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,49.5%, ,49.5%
Saga Services Limited,SAGA PLC, No,01 February 2019 to 31 July 2019, , , ,62.5%, ,62.5%
Sainsbury's Bank Plc,J SAINSBURY PLC, No,01 March 2019 to 31 August 2019,56.3%, ,1.1%,18.5%, ,52.4%
Santander Cards UK Limited,BANCO SANTANDER SA, No,01 July 2019 to 31 December 2019,35.8%, , ,2.0%, ,2.1%
Santander ISA Managers Limited,BANCO SANTANDER SA, No,01 July 2019 to 31 December 2019, , , , ,60.9%,60.9%
Santander UK Plc,BANCO SANTANDER SA, No,01 July 2019 to 31 December 2019,74.8%,2.9%,50.1%,0.5%,1.7%,56.6%
Scottish Equitable Plc,AEGON UK, No,01 July 2019 to 31 December 2019, ,35.1%, ,22.7%,20.0%,33.2%
Scottish Friendly Assurance Society Limited,NO GROUP,Yes,01 July 2019 to 31 December 2019, ,24.6%,0.0%,20.7%,17.3%,19.4%
Scottish Widows Limited,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019, ,49.9%, ,51.7%,53.1%,50.8%
Sesame Limited,AVIVA PLC, No,01 July 2019 to 31 December 2019, ,3.8%,0.0%,8.1%,1.4%,5.0%
"Share Centre Limited, The",SHARE PLC, No,01 July 2019 to 31 December 2019, ,37.0%, , ,49.2%,48.6%
Shawbrook Bank Limited,SHAWBROOK GROUP PLC, No,01 July 2019 to 31 December 2019,20.0%, ,2.3%,38.7%, ,27.7%
Shop Direct Finance Company Limited,LW HOLDINGS LIMITED, No,01 July 2019 to 31 December 2019, , , ,0.1%, ,0.1%
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED, No,01 July 2019 to 31 December 2019, , , ,20.3%, ,20.3%
Skipton Building Society,SKIPTON BUILDING SOCIETY, No,01 July 2019 to 31 December 2019,57.2%,0.0%,21.2%,1.1%,9.8%,19.6%
Society of Lloyd's,SOCIETY OF LLOYD'S, No,01 July 2019 to 31 December 2019, , , ,32.4%, ,32.4%
Somerset Bridge Insurance Services Limited,NO GROUP, No,01 July 2019 to 31 December 2019, , , ,19.2%, ,19.2%
SquareTrade Limited,THE ALLSTATE CORP., No,01 July 2019 to 31 December 2019, , , ,63.6%, ,63.6%
St Andrew's Insurance Plc,LLOYDS BANKING GROUP PLC, No,01 July 2019 to 31 December 2019, , , ,14.3%, ,14.3%
St James's Place UK plc,ST. JAMES'S PLACE PLC, No,01 July 2019 to 31 December 2019, ,17.0%, ,17.8%,9.7%,13.9%
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC, No,01 July 2019 to 31 December 2019, ,1.0%,0.0%,0.7%,0.0%,0.5%
Standard Life Assurance Limited,PHOENIX GROUP HOLDINGS PLC, No,01 July 2019 to 31 December 2019, ,55.4%,15.0%,34.3%,35.6%,51.7%
Starling Bank Limited,STARLING BANK LIMITED, No,01 June 2019 to 30 November 2019,32.4%, , , , ,32.4%
Starr International (Europe) Limited,"STARR INTERNATIONAL COMPANY, INC.", No,01 July 2019 to 31 December 2019, , , ,60.6%, ,60.6%
Studio Retail Limited,STUDIO RETAIL GROUP PLC, No,01 April 2019 to 30 September 2019, , , ,1.7%, ,1.7%
Sun Life Assurance Company of Canada (U.K.) Limited,SUN LIFE FINANCIAL INC., No,01 July 2019 to 31 December 2019, ,24.6%, ,25.7%,45.4%,31.1%
Swinton Group Ltd,ARDONAGH GROUP, No,01 July 2019 to 31 December 2019, , , ,54.2%, ,54.2%
Target Servicing Limited,NO GROUP, No,01 April 2019 to 30 September 2019, , ,20.8%, , ,20.8%
Telefonica Insurance S.A.,TELEFONICA SA, No,01 July 2019 to 31 December 2019, , , ,62.1%, ,62.1%
Tesco Personal Finance PLC,TESCO PLC, No,01 March 2019 to 31 August 2019,47.2%, ,28.0%,26.8%, ,33.4%
Tesco Underwriting Limited,AGEAS SA-NV, No,01 July 2019 to 31 December 2019, , , ,50.6%, ,50.6%
Topaz Finance Limited,COMPUTERSHARE LIMITED, No,01 July 2019 to 31 December 2019, , ,10.1%, , ,10.1%
Towergate Underwriting Group Limited,ARDONAGH GROUP, No,01 July 2019 to 31 December 2019, , , ,38.6%, ,38.6%
TSB Bank plc,BANCO DE SABADELL SA, No,01 July 2019 to 31 December 2019,68.4%, ,48.1%,66.2%, ,67.6%
